route_id,service_id,trip_id,trip_headsign,shape_id,block_id
3J,1003,319777:426140:428730,JUMBO GARDENS to Airport,3574,428730
12,994,319994:426143:426683,EAST END,3579,426683
14,995,320608:426147:428714,ARTHUR to City Hall,3541,428714
2,996,322180:426150:428743,CROSSTOWN to Waterfront,3604,428743
18,995,321237:426152:428695,WESTFORT to Mary,3509,428695
10,1003,319731:426156:428676,NORTHWOOD to College,3549,428676
10,995,320551:426157:428689,NORTHWOOD to County Park,3544,428689
14,996,322434:426160:428742,ARTHUR to Airport,3545,428742
8,1003,319246:426167:428724,JAMES to City Hall via College,3569,428724
10,995,320586:426171:428741,NORTHWOOD to College,3549,428741
5,995,320723:426173:428733,EDWARD to Westfort,3543,428733
10,1004,318529:426174:428678,NORTHWOOD to County Park,3544,428678
15,995,320278:426177:428690,BEVERLY to Intercity,3591,428690
18,996,321980:426182:428679,WESTFORT to City Hall,3546,428679
2,995,320339:426183:428734,CROSSTOWN to Waterfront,3604,428734
3C,996,322375:426184:428717,COUNTY PARK to Northwood,3576,428717
3C,995,320830:426185:428741,COUNTY PARK to Castlegreen Dr,3605,428741
2,1004,318832:426186:428701,CROSSTOWN to Westfort,3597,428701
12,995,320478:426187:426619,EAST END,3579,426619
3C,1004,318603:426188:428746,COUNTY PARK to Northwood,3576,428746
7,995,320930:426189:428753,HUDSON to Waterfront,3582,428753
3C,996,322385:426190:428749,COUNTY PARK to Northwood,3576,428749
8,1004,318934:426191:428745,JAMES to City Hall,3540,428745
15,1003,319098:426192:428729,BEVERLY to Intercity,3591,428729
5,1004,318659:426193:428701,EDWARD to Waterfront,3555,428701
10,1003,319726:426197:428674,NORTHWOOD to County Park,3544,428674
18,996,321971:426202:428679,WESTFORT to City Hall,3546,428679
15,1003,319115:426203:428740,BEVERLY to Intercity,3591,428740
15,1003,319097:426204:428747,BEVERLY to Intercity,3591,428747
13,1004,318497:426205:428713,JOHN-JUMBO to Waterfront,3588,428713
12,995,320492:426208:426619,EAST END,3579,426619
18,995,321247:426209:428695,WESTFORT to Mary,3509,428695
4,994,319978:426213:426642,NEEBING,3547,426642
7,995,320938:426214:428753,HUDSON to Waterfront,3582,428753
16,994,320052:426215:426689,BALMORAL to College,3501,426689
14,995,320649:426222:428699,ARTHUR to Airport,3545,428699
5,1004,318648:426223:428703,EDWARD to Westfort,3543,428703
15,995,320284:426224:428715,BEVERLY to Intercity,3591,428715
8,1004,318913:426226:428706,JAMES to City Hall,3540,428706
15,1004,318452:426232:428672,BEVERLY to Intercity,3591,428672
14,1004,318583:426234:428745,ARTHUR to Airport,3545,428745
10,995,320587:426235:428748,NORTHWOOD to College,3549,428748
7,1003,319481:426237:428755,HUDSON to Waterfront,3582,428755
5,1003,319847:426238:428720,EDWARD to Westfort,3543,428720
3C,1004,318606:426242:428746,COUNTY PARK to Northwood,3576,428746
14,995,320604:426244:428719,ARTHUR to City Hall,3541,428719
10,1004,318530:426245:428736,NORTHWOOD to County Park,3544,428736
2,996,322157:426246:428710,CROSSTOWN to Westfort,3597,428710
3C,1004,318621:426248:428736,COUNTY PARK to Castlegreen Dr,3605,428736
16,995,320496:426251:426663,BALMORAL to City Hall,3498,426663
15,1004,318469:426253:428686,BEVERLY to University,3608,428686
15,1003,319112:426255:428747,BEVERLY to Intercity,3591,428747
7,995,320949:426256:428718,HUDSON to Waterfront,3582,428718
3C,996,322374:426258:428735,COUNTY PARK to Northwood,3576,428735
8,1003,319286:426260:428724,JAMES to City Hall via College,3569,428724
8,995,320425:426262:428719,JAMES to City Hall via College,3569,428719
5,1003,319821:426264:428725,EDWARD to Westfort,3543,428725
7,995,320941:426268:428718,HUDSON to Waterfront,3582,428718
14,996,322421:426271:428742,ARTHUR to City Hall,3541,428742
3C,1004,318610:426274:428678,COUNTY PARK to Northwood,3576,428678
5,1004,318649:426278:428701,EDWARD to Westfort,3543,428701
1,995,320912:426279:428750,MAINLINE to Waterfront,3575,428750
2,995,320325:426280:428733,CROSSTOWN to Waterfront,3604,428733
15,996,322550:426281:428700,BEVERLY to University,3608,428700
2,995,320371:426284:428721,CROSSTOWN to Westfort,3597,428721
3C,1004,318604:426288:428678,COUNTY PARK to Northwood,3576,428678
14,996,322427:426292:428683,ARTHUR to Airport,3545,428683
10,1004,318535:426295:428678,NORTHWOOD to County Park,3550,428678
7,1003,319464:426298:428693,HUDSON to Waterfront,3582,428693
18,995,321243:426300:428695,WESTFORT to Mary,3509,428695
12,994,319988:426301:426683,EAST END,3579,426683
2,1004,318845:426304:428703,CROSSTOWN to Waterfront,3604,428703
3C,1004,318618:426305:428736,COUNTY PARK to Castlegreen Dr,3605,428736
5,996,322332:426307:428710,EDWARD to Westfort,3543,428710
16,994,320042:426311:426683,BALMORAL to City Hall,3498,426683
14,1003,319965:426313:428722,ARTHUR to Airport,3545,428722
10,996,322452:426314:428749,NORTHWOOD to County Park,3550,428749
18,996,321982:426315:428754,WESTFORT to City Hall,3546,428754
8,1003,319283:426317:428724,JAMES to City Hall via College,3569,428724
18,995,321263:426319:428695,WESTFORT to City Hall,3546,428695
10,995,320564:426322:428748,NORTHWOOD to County Park,3544,428748
3C,1004,318619:426326:428746,COUNTY PARK to Castlegreen Dr,3605,428746
14,1003,319958:426332:428698,ARTHUR to Jumbo Gardens,3539,428698
16,995,320530:426333:426619,BALMORAL to College,3501,426619
14,995,320642:426336:428692,ARTHUR to Airport,3545,428692
18,995,321266:426337:428695,WESTFORT to City Hall,3546,428695
3C,996,322383:426338:428735,COUNTY PARK to Northwood,3576,428735
14,995,320613:426341:428692,ARTHUR to Jumbo Gardens,3539,428692
13,995,320452:426342:428718,JOHN-JUMBO to Waterfront,3588,428718
10,996,322483:426343:428717,NORTHWOOD to College,3549,428717
10,995,320566:426344:428689,NORTHWOOD to County Park,3544,428689
10,1004,318550:426347:428736,NORTHWOOD to College,3549,428736
18,996,321970:426348:428754,WESTFORT to City Hall,3546,428754
15,996,322535:426349:428671,BEVERLY to Intercity,3591,428671
14,1003,319957:426350:428722,ARTHUR to Jumbo Gardens,3539,428722
18,995,321271:426351:428695,WESTFORT to City Hall,3546,428695
2,1004,318856:426353:428701,CROSSTOWN to Waterfront,3604,428701
5,1003,319798:426354:428720,EDWARD to Westfort,3543,428720
14,1003,319956:426355:428738,ARTHUR to Jumbo Gardens,3539,428738
16,994,320016:426358:426683,BALMORAL to City Hall,3498,426683
14,1003,319938:426359:428738,ARTHUR to Airport,3545,428738
7,996,322111:426361:428732,HUDSON to Waterfront,3582,428732
15,996,322563:426364:428671,BEVERLY to University,3578,428671
10,1003,319682:426366:428676,NORTHWOOD to County Park,3544,428676
15,1003,319103:426367:428729,BEVERLY to Intercity,3591,428729
2,996,322178:426371:428743,CROSSTOWN to Waterfront,3604,428743
14,1003,319912:426372:428738,ARTHUR to Jumbo Gardens,3539,428738
2,995,320385:426374:428721,CROSSTOWN to Westfort,3597,428721
3C,1003,319649:426378:428723,COUNTY PARK to Northwood,3576,428723
3C,996,322382:426381:428749,COUNTY PARK to Northwood,3576,428749
8,995,320426:426383:428697,JAMES to City Hall via College,3569,428697
8,1003,319258:426385:428724,JAMES to City Hall via College,3569,428724
16,994,320043:426388:426689,BALMORAL to City Hall,3498,426689
1,996,322211:426389:428728,MAINLINE to Waterfront,3575,428728
7,1003,319442:426390:428755,HUDSON to Waterfront,3582,428755
14,1003,319964:426399:428738,ARTHUR to Airport,3545,428738
15,996,322534:426400:428700,BEVERLY to Intercity,3591,428700
14,996,322411:426404:428702,ARTHUR to City Hall,3541,428702
2,996,322185:426407:428710,CROSSTOWN to Waterfront,3604,428710
5,1003,319845:426410:428725,EDWARD to Westfort,3543,428725
3C,996,322376:426412:428749,COUNTY PARK to Northwood,3576,428749
5,1003,319810:426413:428727,EDWARD to Westfort,3543,428727
8,1004,318906:426420:428745,JAMES to City Hall via College,3569,428745
12,994,319990:426423:426683,EAST END,3579,426683
2,1004,318859:426425:428703,CROSSTOWN to Westfort,3597,428703
16,994,320031:426427:426683,BALMORAL to College,3501,426683
14,995,320641:426428:428716,ARTHUR to Airport,3545,428716
1,1004,318771:426430:428696,MAINLINE to Waterfront,3575,428696
7,1004,318867:426431:428713,HUDSON to Waterfront,3582,428713
15,995,320285:426436:428711,BEVERLY to Intercity,3591,428711
2,995,320381:426437:428733,CROSSTOWN to Westfort,3597,428733
10,995,320595:426439:428731,NORTHWOOD to College,3549,428731
16,994,320056:426441:426683,BALMORAL to College,3501,426683
16,994,320059:426442:426689,BALMORAL to City Hall,3498,426689
18,1003,320176:426443:428694,WESTFORT to Mary,3509,428694
7,1003,319452:426444:428755,HUDSON to Waterfront,3582,428755
5,995,320734:426446:428733,EDWARD to Waterfront,3555,428733
3C,1003,319660:426447:428705,COUNTY PARK to Northwood,3576,428705
2,1003,319166:426448:428725,CROSSTOWN to Waterfront,3604,428725
6,994,320073:426449:426629,MISSION RD.,3104,426629
10,996,322475:426452:428749,NORTHWOOD to College,3549,428749
15,1004,318476:426457:428672,BEVERLY to University,3578,428672
14,1003,319924:426458:428698,ARTHUR to Jumbo Gardens,3539,428698
5,1003,319800:426462:428720,EDWARD to Westfort,3543,428720
14,995,320639:426464:428699,ARTHUR to Airport,3545,428699
12,995,320488:426469:426619,EAST END,3579,426619
8,996,322078:426473:428742,JAMES to City Hall via College,3569,428742
2,1004,318838:426474:428701,CROSSTOWN to Westfort,3597,428701
5,995,320714:426477:428733,EDWARD to Westfort,3543,428733
10,1004,318532:426478:428678,NORTHWOOD to County Park,3550,428678
5,995,320715:426479:428721,EDWARD to Westfort,3543,428721
18,1004,319051:426480:428709,WESTFORT to City Hall,3546,428709
7,996,322126:426481:428688,HUDSON to Waterfront,3582,428688
5,1004,318641:426482:428701,EDWARD to Westfort,3543,428701
10,995,320556:426483:428689,NORTHWOOD to County Park,3544,428689
12,994,319992:426484:426683,EAST END,3579,426683
15,995,320275:426485:428711,BEVERLY to Intercity,3591,428711
10,1004,318526:426490:428678,NORTHWOOD to County Park,3544,428678
16,995,320535:426495:426663,BALMORAL to College,3501,426663
16,995,320508:426498:426663,BALMORAL to City Hall,3498,426663
10,995,320561:426499:428689,NORTHWOOD to County Park,3544,428689
3C,996,322406:426501:428735,COUNTY PARK to Waterfront,3570,428735
14,995,320653:426502:428677,ARTHUR to Airport,3545,428677
8,995,320393:426507:428719,JAMES to City Hall,3540,428719
14,1003,319972:426510:428722,ARTHUR to City Hall,3541,428722
18,1004,319046:426511:428739,WESTFORT to City Hall,3546,428739
14,1003,319961:426517:428738,ARTHUR to Jumbo Gardens,3539,428738
2,995,320357:426518:428733,CROSSTOWN to Westfort,3597,428733
18,1003,320168:426519:428726,WESTFORT to Mary,3509,428726
8,996,322084:426520:428742,JAMES to City Hall,3540,428742
2,1003,319228:426521:428720,CROSSTOWN to Waterfront,3604,428720
15,1003,319102:426522:428747,BEVERLY to Intercity,3591,428747
14,1003,319940:426527:428698,ARTHUR to Airport,3545,428698
7,995,320935:426528:428718,HUDSON to Waterfront,3582,428718
16,995,320531:426529:426663,BALMORAL to College,3501,426663
16,995,320526:426530:426619,BALMORAL to College,3501,426619
18,995,321272:426531:428695,WESTFORT to City Hall,3546,428695
7,996,322122:426538:428688,HUDSON to Waterfront,3582,428688
12,995,320480:426539:426619,EAST END,3579,426619
1,995,320916:426541:428673,MAINLINE to Waterfront,3607,428673
14,1004,318580:426545:428745,ARTHUR to Airport,3545,428745
8,1003,319249:426546:428724,JAMES to City Hall via College,3569,428724
18,996,321977:426547:428679,WESTFORT to City Hall,3546,428679
14,1006,319921:426548:428751,ARTHUR to Jumbo Gardens,3539,428751
14,1007,319921:426548:428759,ARTHUR to Jumbo Gardens,3539,428759
14,1003,319944:426549:428691,ARTHUR to Airport,3545,428691
15,995,320323:426550:428675,BEVERLY to University,3578,428675
14,995,320610:426551:428699,ARTHUR to Jumbo Gardens,3539,428699
15,1003,319110:426553:428740,BEVERLY to Intercity,3591,428740
16,994,320026:426554:426689,BALMORAL to College,3501,426689
1,995,320890:426556:428673,MAINLINE to Waterfront,3575,428673
1,1004,318772:426559:428709,MAINLINE to Waterfront,3575,428709
18,995,321256:426561:428750,WESTFORT to City Hall,3546,428750
5,1004,318657:426562:428701,EDWARD to Westfort,3543,428701
7,996,322110:426566:428688,HUDSON to Waterfront,3582,428688
7,1004,318871:426567:428713,HUDSON to Waterfront,3582,428713
8,995,320391:426568:428714,JAMES to City Hall,3540,428714
2,1004,318836:426570:428701,CROSSTOWN to Westfort,3597,428701
16,994,320035:426573:426683,BALMORAL to College,3501,426683
2,1003,319217:426574:428720,CROSSTOWN to Waterfront,3604,428720
14,1004,318576:426575:428706,ARTHUR to City Hall,3541,428706
4,994,319980:426576:426629,NEEBING,3547,426629
2,996,322161:426577:428710,CROSSTOWN to Westfort,3597,428710
8,1003,319248:426579:428704,JAMES to City Hall via College,3569,428704
18,1004,319039:426582:428709,WESTFORT to City Hall,3546,428709
8,995,320427:426584:428682,JAMES to City Hall via College,3569,428682
16,995,320504:426593:426663,BALMORAL to City Hall,3498,426663
14,995,320619:426595:428677,ARTHUR to Jumbo Gardens,3539,428677
15,1004,318480:426598:428672,BEVERLY to University,3578,428672
15,996,322564:426600:428700,BEVERLY to University,3578,428700
14,996,322445:426601:428683,ARTHUR to Airport,3545,428683
14,995,320635:426606:428719,ARTHUR to Airport,3545,428719
18,996,321981:426609:428728,WESTFORT to City Hall,3546,428728
3C,1003,319653:426611:428723,COUNTY PARK to Northwood,3576,428723
2,996,322184:426612:428710,CROSSTOWN to Waterfront,3604,428710
1,1003,319562:426707:428707,MAINLINE to City Hall,3609,428707
9,995,320994:426708:428675,JUNOT to Waterfront,3599,428675
5,1003,319827:426709:428727,EDWARD to Waterfront,3555,428727
3M,1004,318740:426710:428712,MEMORIAL to City Hall,3581,428712
3M,1003,319354:426711:428705,MEMORIAL to Northwood,3583,428705
7,1004,318885:426712:428687,HUDSON to Shuniah St.,3577,428687
3M,995,321166:426713:428692,MEMORIAL to Jumbo Gardens,3590,428692
3M,1004,318717:426714:428678,MEMORIAL to Northwood,3583,428678
1,1003,319564:426715:428707,MAINLINE to City Hall,3609,428707
9,995,320991:426716:428711,JUNOT to Waterfront,3599,428711
5,996,322363:426717:428743,EDWARD to Waterfront,3555,428743
3C,995,320859:426718:428748,COUNTY PARK to Northwood,3576,428748
7,995,320961:426719:428753,HUDSON to Shuniah St.,3577,428753
3M,1003,319292:426720:428698,MEMORIAL to Jumbo Gardens,3590,428698
3M,995,321128:426721:428681,MEMORIAL to Northwood,3598,428681
1,995,320922:426722:428673,MAINLINE to City Hall,3609,428673
5,1004,318676:426723:428703,EDWARD to Waterfront,3555,428703
7,1003,319473:426724:428755,HUDSON to Shuniah St.,3577,428755
9,1003,319505:426725:428747,JUNOT to Waterfront,3599,428747
9,1004,318973:426726:428686,JUNOT to Waterfront,3599,428686
9,996,322061:426727:428700,JUNOT to University,3585,428700
5,1003,319853:426728:428725,EDWARD to Waterfront,3555,428725
17,996,321993:426729:428754,CURRENT RIVER to Cowan,3593,428754
17,995,321225:426730:428711,CURRENT RIVER to Waterfront,3603,428711
3M,1003,319338:426731:428698,MEMORIAL to Airport,3573,428698
1,995,320868:426732:428673,MAINLINE to City Hall,3609,428673
1,1003,319558:426733:428707,MAINLINE to City Hall,3609,428707
11,1003,319877:426734:428693,JOHN to Waterfront,3606,428693
3J,995,320702:426735:428677,JUMBO GARDENS to Waterfront,3568,428677
9,1004,318946:426736:428672,JUNOT to Waterfront,3599,428672
9,996,322062:426737:428671,JUNOT to University,3585,428671
3M,996,322265:426738:428744,MEMORIAL to Waterfront,3596,428744
13,996,322515:426739:428688,JOHN-JUMBO to County Fair,3572,428688
13,1004,318517:426740:428687,JOHN-JUMBO to County Fair,3572,428687
1,1003,319590:426741:428694,MAINLINE to Waterfront,3575,428694
9,995,321031:426742:428675,JUNOT to University,3585,428675
18,996,321953:426743:428754,WESTFORT to Mary,3509,428754
13,1003,320086:426744:428693,JOHN-JUMBO to County Fair,3572,428693
8,995,320437:426745:428719,JAMES to City Hall via College,3569,428719
11,995,320799:426746:428718,JOHN to Waterfront,3606,428718
3M,995,321137:426747:428699,MEMORIAL to Airport,3573,428699
17,1004,319013:426748:428696,CURRENT RIVER to Waterfront,3603,428696
3M,995,321085:426749:428699,MEMORIAL to Jumbo Gardens,3590,428699
3M,995,321148:426750:428692,MEMORIAL to Airport,3589,428692
17,1003,320132:426751:428747,CURRENT RIVER to Cowan,3593,428747
1,995,320869:426752:428750,MAINLINE to City Hall,3609,428750
7,995,320959:426753:428753,HUDSON to Shuniah St.,3577,428753
1,1003,319574:426754:428694,MAINLINE to City Hall,3609,428694
3M,1006,319342:426755:428751,MEMORIAL to Airport,3573,428751
3M,1007,319342:426755:428759,MEMORIAL to Airport,3573,428759
8,995,320439:426756:428682,JAMES to City Hall via College,3569,428682
18,1004,319022:426757:428709,WESTFORT to Mary,3509,428709
9,996,322044:426758:428671,JUNOT to Waterfront,3599,428671
3M,995,321086:426759:428681,MEMORIAL to County Park,3595,428681
3J,1003,319758:426760:428738,JUMBO GARDENS to Airport,3592,428738
9,995,320985:426761:428675,JUNOT to Waterfront,3599,428675
17,1003,320110:426762:428740,CURRENT RIVER to Cowan,3593,428740
9,1003,319496:426763:428737,JUNOT to Waterfront,3599,428737
17,1003,320147:426764:428729,CURRENT RIVER to Waterfront,3603,428729
5,1004,318668:426765:428703,EDWARD to Waterfront,3555,428703
11,1003,319859:426766:428693,JOHN to Windsor St.,3601,428693
3M,1004,318691:426767:428712,MEMORIAL to Waterfront,3596,428712
